gene_id,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X76_C,X81_C,K_C,N_C,S_C,DS1_X
ALG12,79087,"ALG12 alpha-1,6-mannosyltransferase",807.7188282640843,0.5635125993254606,0.1777990489780318,3.169379153400793,0.0015276497009123686,0.03286636574070826,1024,915,683,645,642,1002
RBMX,27316,RNA binding motif protein X-linked,20184.138051798684,-0.2983518373399784,0.09431945324062466,-3.163205755432372,0.0015604200368905907,0.033514880186279725,18296,18870,22088,22294,22891,18090
ACOT7,11332,acyl-CoA thioesterase 7,2680.1891133310032,-0.6829157063583552,0.2159409891457709,-3.1625107815790967,0.001564149434936702,0.03353851847213856,1832,2542,3208,3358,3414,1904
STX7,8417,syntaxin 7,2279.58604424557,0.5342190407613919,0.1691075669192663,3.159048707834781,0.0015828503391558937,0.03378665934147064,2829,2705,1876,2074,1676,2697
P2RY6,5031,pyrimidinergic receptor P2Y6,25.317092247776483,7.143776054255365,2.261476993543136,3.158898398989662,0.0015836668981187836,0.03378665934147064,120,30,1,0,0,3
MCOLN2,255231,mucolipin TRP cation channel 2,402.4085192291896,-5.561335622967135,1.7603184698899879,-3.1592781181888605,0.001581604805258613,0.03378665934147064,5,24,1489,0,897,22
TSPY26P,128854,"testis specific protein Y-linked 26, pseudogene",98.4561497736789,3.9164064874955735,1.2404273167621616,3.1573042890722647,0.0015923508643366873,0.03391521256628958,58,104,29,5,3,404
DLAT,1737,dihydrolipoamide S-acetyltransferase,3428.6278791924783,-1.0285276147855684,0.3258736969192368,-3.156215504685162,0.0015983072250654448,0.033928791310124704,2746,2395,3549,6025,4322,1738
GNPTG,84572,N-acetylglucosamine-1-phosphate transferase subunit gamma,895.6165148899942,1.1152242730515867,0.35333299084247666,3.1562981718533534,0.0015978542632457769,0.033928791310124704,1181,1081,382,633,694,1481
BLCAP,10904,BLCAP apoptosis inducing factor,1774.9426119677373,0.7493613215396068,0.23746259073233814,3.1557026276373277,0.0016011200972062922,0.033932043521856935,2370,2321,1605,1308,1088,2101
MPV17L2,84769,MPV17 mitochondrial inner membrane protein like 2,544.0929453949159,-0.9809012016285801,0.3109384733086428,-3.154647256066382,0.0016069226200147503,0.03399853861716117,390,445,718,786,678,281
MMP9,4318,matrix metallopeptidase 9,464.9807077626172,12.313871634638856,3.906853113235616,3.151864500081149,0.0016223153803959546,0.034267383481939716,2094,734,0,0,0,0
FHOD1,29109,formin homology 2 domain containing 1,2197.192542220853,-1.2909419245502847,0.40996539960699396,-3.148904580210484,0.0016388369703260325,0.034445275234628536,1308,1312,3208,1690,4536,1271
GRN,2896,granulin precursor,5696.391935061843,0.6624225863131111,0.21034844232529587,3.149168013750726,0.0016373602922965635,0.034445275234628536,7852,5991,3895,4364,5070,7470
RBM24,221662,RNA binding motif protein 24,84.8820619758236,9.860327114564559,3.130778678654417,3.1494807288014517,0.0016356089560242005,0.034445275234628536,0,468,0,0,0,49
MORC3,23515,MORC family CW-type zinc finger 3,1358.0044823728122,1.0350313971226535,0.32900617559629713,3.145933036809241,0.0016555790636520863,0.03462602900667757,1648,1613,1175,814,703,2315
IPO5,3843,importin 5,12679.61973807906,-0.8743788560663316,0.27790367331999705,-3.14633788614774,0.0016532888627787635,0.03462602900667757,9173,11025,13078,19639,16845,7101
MPPED2,744,metallophosphoesterase domain containing 2,453.84798891796237,-12.293429553702149,3.9068618126930197,-3.1466251285781275,0.0016516657231692591,0.03462602900667757,0,0,0,2435,299,0
USP6,9098,ubiquitin specific peptidase 6,110.9216724201069,4.6910982168950115,1.4915154229031578,3.145189211496071,0.001659794434930682,0.03465737708812707,587,6,13,5,7,57
UNKL,64718,unk like zinc finger,1004.6067318288883,1.0432945528848034,0.33206915429720685,3.1417990481315203,0.0016791323681330686,0.03483312317502714,1289,1093,598,552,834,1751
HECA,51696,"hdc homolog, cell cycle regulator",1820.1822748676054,0.6148167449351591,0.19567418985906973,3.142043134958004,0.0016777331709872246,0.03483312317502714,1969,2514,1441,1336,1569,2239
KSR2,283455,kinase suppressor of ras 2,20.215524126268377,6.816660881717973,2.1696412261687916,3.1418378299139387,0.001678909984718221,0.03483312317502714,61,57,0,1,0,4
PTPRD,5789,protein tyrosine phosphatase receptor type D,448.2113734355946,-12.27540086299647,3.9068630340155677,-3.142009524295895,0.0016779257761953272,0.03483312317502714,0,0,2321,0,393,0
SLC22A4,6583,solute carrier family 22 member 4,22.281296528483534,4.693769644170836,1.4953873160115985,3.1388320563596586,0.00169622632259827,0.03513060945407261,54,28,0,4,1,49
COLGALT2,23127,collagen beta(1-O)galactosyltransferase 2,19.285069720491343,4.813441590461469,1.5338282390852263,3.138188141152103,0.0016999572358093818,0.03515081752748151,23,23,0,2,2,68
ERV3-1,2086,"endogenous retrovirus group 3 member 1, envelope",808.654313256403,2.2343610876758264,0.7122117228778602,3.137214701616201,0.0017056117805719887,0.03521067167724503,925,490,422,204,231,2670
TNFRSF8,943,TNF receptor superfamily member 8,43.54353597296346,4.662804667633541,1.4870185137725165,3.1356735806901024,0.001714599273186865,0.03533902670002912,137,3,3,2,5,116
NTHL1,4913,nth like DNA glycosylase 1,907.0103069430203,-1.1135176822934596,0.35518782577142954,-3.1350108351124355,0.0017184776417860364,0.03536183508694557,761,599,1237,1374,1137,388
GPT2,84706,glutamic--pyruvic transaminase 2,2947.203390431296,-2.311781448915494,0.7388726275359568,-3.1287956310209806,0.0017552434297050939,0.03606021848015715,249,761,3580,7525,3705,2017
SRPK1,6732,SRSF protein kinase 1,5913.641596168275,-0.8030429521342864,0.2567320288394627,-3.12794221961467,0.001760347838234883,0.03610694167234829,3696,5226,5948,8445,8319,4229
TUFM,7284,"Tu translation elongation factor, mitochondrial",10326.385027206285,-0.7200320277940582,0.23029151173946863,-3.1266112344107517,0.001768335947815285,0.036212568253976576,8056,9127,10959,12839,15033,6616
L2HGDH,79944,L-2-hydroxyglutarate dehydrogenase,829.0867251583933,-0.8233296986850912,0.2635508771113611,-3.1239877010054515,0.0017841791432256498,0.036478457546911605,619,644,1036,1284,880,564
PGAM1,5223,phosphoglycerate mutase 1,11818.324961762846,-0.7619574541422519,0.24403269410878567,-3.12235807962102,0.0017940858120795774,0.03658484594729733,8712,11072,13565,15670,15688,6958
PSAP,5660,prosaposin,10694.260102514432,1.351191888040515,0.4329162060243473,3.121139539794737,0.0018015264748741456,0.036656897554137716,21122,14398,5857,3490,8866,11332
SENP3,26168,SUMO specific peptidase 3,3093.9535401340313,-0.7469604736749493,0.23956945621057388,-3.117928660398156,0.0018212688240196414,0.03690243808737288,2800,1871,3514,4287,3913,2381
HS3ST1,9957,heparan sulfate-glucosamine 3-sulfotransferase 1,17.002850463853843,7.540729740772532,2.41829311323359,3.1182033722494213,0.0018195719910264322,0.03690243808737288,8,43,0,0,0,53
WWTR1,25937,WW domain containing transcription regulator 1,155.31107979764727,7.28235720496363,2.3361112450699384,3.117298981515588,0.0018251636959658478,0.03690243808737288,42,896,0,0,6,1
FCER1G,2207,Fc epsilon receptor Ig,136.48734308247882,6.86657238812292,2.2025096018508217,3.117612918623726,0.001823220885621092,0.03690243808737288,700,123,3,4,0,0
PFKFB4,5210,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",1070.7569428669328,-1.3284091683600128,0.4264039971512212,-3.115376913056708,0.0018371000188567507,0.037085003228757005,562,543,909,1507,2212,758
KRAS,3845,"KRAS proto-oncogene, GTPase",2865.9118445413824,-1.2378680347870787,0.39774364846778776,-3.1122257754603226,0.0018568243241732043,0.03733304501064002,1900,1094,2962,3734,5468,2220
HEYL,26508,hes related family bHLH transcription factor with YRPW motif like,24.19608787026953,8.049705900021836,2.5866560076867966,3.1120125274100725,0.0018581661374632713,0.03733304501064002,2,71,0,0,0,75
IRX2,153572,iroquois homeobox 2,418.2564948646388,12.161091056881977,3.906863596647056,3.1127503574270814,0.001853527302766962,0.03733304501064002,0,1971,0,0,0,580
SLC2A9,56606,solute carrier family 2 member 9,200.48088203338898,3.982461637842836,1.279928010595793,3.111473149172696,0.001861564025492316,0.037342506033382024,663,473,22,40,10,11
ARHGAP26,23092,Rho GTPase activating protein 26,837.6995926933303,1.3280758967982174,0.42751331664834463,3.1065135168424227,0.0018930765366549265,0.03791502426160683,1330,823,592,305,546,1507
ANKRD27,84079,ankyrin repeat domain 27,4138.729562996214,-1.166218001738339,0.3757474456959801,-3.1037283555666115,0.0019109869892392642,0.03821374922996008,1762,3349,4325,5128,7852,2678
FAM228B,375190,family with sequence similarity 228 member B,373.82023884287815,1.4411805748601123,0.46460218572509865,3.1019668420433284,0.001922394897557303,0.03826195647899543,378,435,200,209,199,858
SORT1,6272,sortilin 1,2156.108867354613,-0.9423328872902517,0.3037180778887324,-3.102656561771989,0.0019179207081596408,0.03826195647899543,1173,1269,2843,2692,3036,2069
LOXHD1,125336,lipoxygenase homology PLAT domains 1,23.472719845365262,8.005886535645951,2.5806953988124084,3.1022206415100837,0.0019207473953398422,0.03826195647899543,5,121,0,0,0,17
YARS2,51067,tyrosyl-tRNA synthetase 2,681.9904734543697,-0.9678973083971992,0.3122179967205956,-3.100068921598303,0.001934756165758006,0.038448004926387294,569,402,782,1110,834,437
RPA1,6117,replication protein A1,8510.32800554884,-0.869825414658187,0.28064895584943345,-3.099336008664302,0.0019395491731783003,0.03848331003329511,8055,4451,11789,10251,11205,5864
MROH6,642475,maestro heat like repeat family member 6,239.93108781767842,2.1948006467182037,0.7088614805183582,3.096233477256016,0.001959959695720855,0.038827897201873705,175,264,98,75,87,767
SIGLEC15,284266,sialic acid binding Ig like lectin 15,244.52055365377333,5.3679662307699445,1.7345688330034155,3.0946977304298047,0.001970135654052911,0.038968977789778356,1315,123,20,0,15,14
ZNF181,339318,zinc finger protein 181,421.8921450058295,0.8079129420846164,0.26117945124791037,3.0933250614641543,0.001979272071414264,0.039089091466103995,476,538,307,291,329,626
DCLRE1A,9937,DNA cross-link repair 1A,369.99869715811553,-1.4024323545086974,0.4540366290293279,-3.0888088423766997,0.0020096069726183306,0.03962684042761154,281,218,541,588,493,120
MTFP1,51537,mitochondrial fission process 1,1492.5753515951892,-0.9196250015775802,0.2978802173168804,-3.087230867027659,0.0020203062274920473,0.039776337732011634,855,1254,1501,2237,2161,1042
DHCR7,1717,7-dehydrocholesterol reductase,2402.2209646497945,-1.0156071106580171,0.3290901311243411,-3.0861062505526404,0.002027963417266405,0.039865573617079805,1528,1801,3472,4129,2107,1523
PECR,55825,peroxisomal trans-2-enoyl-CoA reductase,120.11126496473418,-4.404885488666318,1.4276667180019051,-3.0853738012686795,0.002032964763813889,0.03990240685651937,0,28,325,259,109,5
SLC29A1,2030,solute carrier family 29 member 1 (Augustine blood group),2388.3532753917316,-1.1598334753218984,0.37614569482463606,-3.0834686965183202,0.0020460263423904305,0.040035589073952625,1268,2216,3020,3803,3145,1019
STARD13,90627,StAR related lipid transfer domain containing 13,344.9231736444481,4.668560561653905,1.5139306178185548,3.083734820279217,0.002044197157893621,0.040035589073952625,1223,567,7,0,72,231
MTMR14,64419,myotubularin related protein 14,2869.7119156357057,0.8677349183910453,0.2815767783529551,3.0816991495773984,0.0020582274503328037,0.04017576479162688,4952,3247,2005,2277,1856,3110
IGFBP2,3485,insulin like growth factor binding protein 2,2927.35732268959,-2.6782099960015393,0.8691206712997351,-3.081516853115901,0.00205948817790594,0.04017576479162688,937,1017,4178,10474,618,457
CYB5R2,51700,cytochrome b5 reductase 2,68.19980800061747,9.544650332194589,3.0988404016375632,3.0800716058661095,0.0020695083326309808,0.04030959894306267,0,125,0,0,0,293
TRIM56,81844,tripartite motif containing 56,5156.672468567996,0.7320389049184562,0.23791512186237096,3.076891032348611,0.0020917175059328155,0.04068007917788241,5689,6990,4813,3227,3675,6975
DKK1,22943,dickkopf WNT signaling pathway inhibitor 1,17.24789472890431,7.561312548490777,2.459528928648464,3.0742929918070914,0.0021100209769710655,0.04097358846909718,36,62,0,0,0,7
CHMP3,51652,charged multivesicular body protein 3,1699.834641512812,-0.5012462096372922,0.1635462717783415,-3.0648586738598613,0.0021777287609413636,0.04188373820681295,1537,1316,1921,2115,1983,1443
NOL4L,140688,nucleolar protein 4 like,1215.1835736950536,-1.2485951125929877,0.4072702159428123,-3.0657658324033,0.0021711328060537907,0.04188373820681295,808,869,2262,1102,1808,518
ATP6AP2,10159,ATPase H+ transporting accessory protein 2,2297.305936572147,0.9297415743272733,0.30326433697959676,3.0657794569159154,0.0021710338818893738,0.04188373820681295,2491,2544,1497,1799,1482,4173
CLCN5,1184,chloride voltage-gated channel 5,404.6273232059709,-1.5194544477946466,0.49549365283655245,-3.0665467440323924,0.0021654694669756276,0.04188373820681295,308,188,409,752,651,142
NCALD,83988,neurocalcin delta,111.36309015868585,3.9489560492234537,1.2885863704154474,3.0645645025333366,0.002179871623242185,0.04188373820681295,218,157,20,0,21,264
INSIG1,3638,insulin induced gene 1,6709.563686350517,-1.1836251661711361,0.3862096863168501,-3.064721595822635,0.002178727052150081,0.04188373820681295,6204,3451,11017,7133,10016,2850
NME1,4830,NME/NM23 nucleoside diphosphate kinase 1,6449.890641141811,-0.9711388936826435,0.3167980797429651,-3.0654822607213386,0.002173192687056988,0.04188373820681295,4908,5475,7345,9355,9107,2901
C3,718,complement C3,23.504791335136133,4.503916437397467,1.4708556613521675,3.0621063342523946,0.0021978536108025245,0.04216573889717084,93,37,2,1,3,7
AMFR,267,autocrine motility factor receptor,3352.225017028736,0.6542444779712938,0.213824531460373,3.0597259982423557,0.0022153957102071247,0.0423748402860907,3585,4780,2895,2266,2712,4148
CRYZ,1429,crystallin zeta,610.6996750924512,-1.5145430136110352,0.49494191112389174,-3.060041955573896,0.0022130598718088077,0.0423748402860907,382,408,661,1212,859,175
ZKSCAN7,55888,zinc finger with KRAB and SCAN domains 7,24.65969015024037,5.60694426728285,1.8335001607594823,3.0580549635514136,0.0022277871069600057,0.04254806573442478,4,50,1,0,2,94
LAMP2,3920,lysosomal associated membrane protein 2,3275.646467040345,0.8560015498408251,0.280076069824193,3.0563180580838174,0.002240734252697839,0.042667593426744824,4008,3354,1984,2444,2616,5531
AKR1B1,231,aldo-keto reductase family 1 member B,5263.9956936626395,-0.8135307972075457,0.2661495106419681,-3.056668393810915,0.0022381172616967896,0.042667593426744824,3145,4310,5314,6725,8236,4202
KLF4,9314,KLF transcription factor 4,15.600142601955053,7.416453459156556,2.430457654732613,3.051463762273397,0.00227728535347478,0.04304238005871295,59,25,0,0,0,11
NXPH3,11248,neurexophilin 3,16.49461321603643,7.496960253811114,2.455469050549638,3.053168294722744,0.002264389069394171,0.04304238005871295,8,31,0,0,0,62
NDUFA11,126328,NADH:ubiquinone oxidoreductase subunit A11,3590.906265031786,-0.589279037071905,0.1930535198894756,-3.0524128097186263,0.0022700966983879014,0.04304238005871295,3024,3049,3863,4131,5043,2677
CD82,3732,CD82 molecule,286.4863770214668,1.8280835143621916,0.5989715322849648,3.0520373938113448,0.002272937834915065,0.04304238005871295,369,501,111,209,60,495
MAP3K3,4215,mitogen-activated protein kinase kinase kinase 3,1990.9045097342632,0.8673043290347382,0.2841946042099493,3.0517973113733556,0.002274756479081157,0.04304238005871295,2151,2360,1689,1263,1309,3347
ARHGAP25,9938,Rho GTPase activating protein 25,3141.646801386912,1.6262054539652946,0.5333257542506259,3.04917855739082,0.002294680510380376,0.04330700288673497,7158,3766,2475,755,1420,3547
SP100,6672,SP100 nuclear antigen,2085.456434633,0.8449505542067884,0.2771548056487243,3.0486592221594324,0.0022986506653730624,0.043317851091328706,2984,2917,1850,1177,1482,2272
ANK1,286,ankyrin 1,131.97347575838864,4.442234440437366,1.4581977056420021,3.0463869359070066,0.002316095676892163,0.04358222514128351,448,265,0,25,10,55
ERRFI1,54206,ERBB receptor feedback inhibitor 1,27.411840546605646,8.229732863291233,2.7051936297286243,3.042197339536398,0.0023485786829101803,0.044128375311587746,1,50,0,0,0,117
GPX3,2878,glutathione peroxidase 3,20.121702901045136,4.878162558726732,1.6048363794274734,3.0396634954567894,0.0023684261179024416,0.04443585354735199,45,14,0,1,3,60
NDUFV2,4729,NADH:ubiquinone oxidoreductase core subunit V2,2996.43260065432,-0.7335099316974428,0.24152926219174772,-3.0369402243075476,0.0023899284448654842,0.04477343186430815,2744,2355,3808,3652,3848,1765
CD320,51293,CD320 molecule,1706.1637256816402,-0.69335376732846,0.22868246996688826,-3.0319497923424263,0.002429796152405487,0.04545357670438299,1220,1614,2203,2099,2069,1144
ATP6V0E1,8992,ATPase H+ transporting V0 subunit e1,1770.5102681579015,1.1076871949611828,0.3655588149379422,3.0301203245481183,0.0024445632771223384,0.04566286718817979,3482,2182,1342,1012,1038,1710
MCM7,4176,minichromosome maintenance complex component 7,25844.174803631693,-0.6080301730214293,0.20098711901830013,-3.0252196060687218,0.0024845265643079267,0.046341505712632354,20171,24209,35615,28454,30256,18094
UHRF2,115426,ubiquitin like with PHD and ring finger domains 2,1823.6741159005796,-1.0432681487772584,0.3450268526475497,-3.023730300328169,0.0024967891200851047,0.04650224174313251,1689,904,2937,2187,2298,1042
ZNF507,22847,zinc finger protein 507,1353.485611695883,-0.7514498283602492,0.24868537171541114,-3.021688904243987,0.0025136874128684943,0.04674872305156888,1030,823,1549,1771,1811,1228
NTSR1,4923,neurotensin receptor 1,132.128637065931,5.7092704715245395,1.8944382207559194,3.013701058695081,0.0025808196966199816,0.04785770013005484,434,319,0,0,15,36
BFSP1,631,beaded filament structural protein 1,15.901481867496292,-5.572423777123552,1.848879399850907,-3.013946597908393,0.0025787319228916766,0.04785770013005484,0,1,35,53,6,1
ZNF283,284349,zinc finger protein 283,171.8238428189864,1.1856456763456966,0.393535009626303,3.012808637969908,0.0025884208060277477,0.047928987871265614,244,201,101,124,92,284
CD47,961,CD47 molecule,4215.328885541133,0.5588439504897282,0.1855281456695005,3.012178817791085,0.0025937975549327496,0.04795894087801742,5197,5443,3383,3885,3030,4683
PHYHD1,254295,phytanoyl-CoA dioxygenase domain containing 1,608.109522729364,-5.985739437165078,1.9877785020785446,-3.0112708387307827,0.00260156690893553,0.04803298209001374,1,6,0,2742,867,51
NPTXR,23467,neuronal pentraxin receptor,21.591965399666307,7.885422876156988,2.6218639831816453,3.0075636748280083,0.0026335094777130046,0.04855247675818282,2,70,0,0,0,60
HAVCR2,84868,hepatitis A virus cellular receptor 2,62.82065561638113,4.817425159429199,1.6048302107832004,3.0018285592207072,0.0026836326518887574,0.049405173698119434,317,48,7,5,1,4
ITGA5,3678,integrin subunit alpha 5,3480.316983549651,1.279270501010986,0.4263425745803208,3.0005694417693625,0.002694753013141904,0.04948700772509804,6525,2966,2419,2410,1306,5560
PARP14,54625,poly(ADP-ribose) polymerase family member 14,5349.241127701262,0.651393249770732,0.2170987268545206,3.0004471201124785,0.002695835583080666,0.04948700772509804,7233,5239,4298,3855,4424,7488
TRIM13,10206,tripartite motif containing 13,1583.0014455037287,0.9516298437404995,0.3172667013193539,2.9994633530185983,0.0027045565702156753,0.049504638052814326,1772,2678,896,983,1382,1918
RCC2,55920,regulator of chromosome condensation 2,22265.36312240899,-0.5984965841159459,0.19951122830685777,-2.9998140415206587,0.002701444802686253,0.049504638052814326,18120,21162,26239,27729,27063,14746
HDAC4,9759,histone deacetylase 4,1139.054697306705,1.201657499785582,0.40078255874400553,2.998277927940284,0.002715099476686321,0.04962641708247003,1194,1514,960,509,618,2144
VEZF1,7716,vascular endothelial zinc finger 1,2951.8986937679306,0.40843633854833367,0.13626558825644844,2.9973549725530604,0.0027233340215613512,0.049634707781542456,3306,3636,2603,2420,2643,3334
TMEM216,51259,transmembrane protein 216,73.9568542926684,2.5831296074850796,0.8617218279294953,2.9976374321301598,0.0027208115167444754,0.049634707781542456,100,151,35,6,23,136
PAFAH1B2,5049,platelet activating factor acetylhydrolase 1b catalytic subunit 2,3290.8540949451617,-0.7028487423713858,0.23455963998016227,-2.9964606972914387,0.002731334443274966,0.049637313798061876,2703,2774,3345,4435,4537,2164
CEP19,84984,centrosomal protein 19,440.371064261333,1.0731888835163848,0.35820303514341256,2.996035148297154,0.0027351490515784213,0.049637313798061876,539,699,303,349,205,584
GARNL3,84253,GTPase activating Rap/RanGAP domain like 3,39.315772771125026,6.289060839011593,2.0985688741414728,2.996833183082664,0.0027279994817446867,0.049637313798061876,0,64,1,1,1,174
CYB561,1534,cytochrome b561,91.37542788053928,2.5829322608199976,0.8623538518777202,2.9952116004304132,0.0027425451368736716,0.049700839284423724,216,101,9,22,48,161
MVK,4598,mevalonate kinase,823.8788512609166,-1.120742933296832,0.37439831910423066,-2.99345076115265,0.002758420142561832,0.049917622948657946,522,560,1285,697,1431,502
REL,5966,"REL proto-oncogene, NF-kB subunit",2544.6825801309815,1.2576723627412079,0.4203993746170592,2.9916133055307674,0.0027750753489015514,0.05014789136159489,3700,2939,1114,2365,1051,4321
ECHS1,1892,"enoyl-CoA hydratase, short chain 1",3223.0138433039633,-0.6113003708419534,0.20471034616353848,-2.98617232738007,0.0028249340202462026,0.0509766735930708,2897,2748,3769,3837,4166,2134
JOSD1,9929,Josephin domain containing 1,3020.7669002951698,0.5355193910822056,0.17938293950958661,2.985341819831123,0.0028326159688711245,0.05104309961985566,3509,4061,2536,2249,2669,3339
ASCL2,430,achaete-scute family bHLH transcription factor 2,18.91210540033208,7.694276254670303,2.5805979544952677,2.981586589754236,0.0028675894045816206,0.05160043106297929,5,21,0,0,0,90
CCDC81,60494,coiled-coil domain containing 81,69.20864069837107,3.3662243005060546,1.129480142209173,2.9803306624957466,0.002879373861235735,0.05173950946710634,276,81,10,7,20,27
QRICH2,84074,glutamine rich 2,210.90211714878592,1.8282034931924054,0.6135950843323799,2.9794950120592576,0.002887239305374636,0.05180787490572378,260,178,92,105,83,569
MFSD1,64747,major facilitator superfamily domain containing 1,1445.4550601837532,1.1901489137932453,0.399662926626109,2.9778816960589602,0.002902479926614477,0.05193525792951963,2170,2107,958,1203,499,1856
ORC1,4998,origin recognition complex subunit 1,2352.150519133411,-0.634359559754994,0.2129977892975042,-2.978244806423571,0.0028990433178901296,0.05193525792951963,1736,2207,3126,2910,2609,1681
ZFAND3,60685,zinc finger AN1-type containing 3,2353.4724275284198,0.5524823453258939,0.18556602749336115,2.977281740568918,0.0029081662722011932,0.05196412507106838,3038,2573,1860,1744,2163,2932
SLC25A1,6576,solute carrier family 25 member 1,2629.3957274734266,-0.48190237557429066,0.16191145050112865,-2.976332891112796,0.002917180175499272,0.05205228626436323,1983,2351,3253,3047,2960,2365
NELFA,7469,negative elongation factor complex member A,2672.8962223026906,-0.6029200237115511,0.20261207662047334,-2.9757358681088006,0.002922864851280638,0.05208087957072399,2069,2447,2857,3572,3309,1960
CCDC28A,25901,coiled-coil domain containing 28A,826.9198672016431,0.5708180489977575,0.19212969254078557,2.9710038123159093,0.0029682809607063914,0.052816357735972305,942,1061,711,611,689,1014
SRD5A3,79644,steroid 5 alpha-reductase 3,516.6398085260885,1.7185567016821335,0.5787761892272034,2.9692940616247427,0.0029848480820674423,0.05303717525211202,1006,964,125,345,257,445
NIPBL,25836,NIPBL cohesin loading factor,6500.457467385663,0.4126380507688761,0.13907947904368265,2.9669226086134035,0.0030079666260218814,0.053318437543367576,7247,8093,5641,5949,5260,7317
B3GNT5,84002,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",115.70238674151855,5.418621348573153,1.8264112627402584,2.966813367348227,0.0030090355095802363,0.053318437543367576,74,316,0,0,16,301
HSPA1L,3305,heat shock protein family A (Hsp70) member 1 like,27.166828893571576,4.490277495443212,1.513815026907229,2.9661995789650653,0.003015047636952877,0.05335087066885548,43,42,6,1,0,74
BCL2L12,83596,BCL2 like 12,1225.1330141925423,-0.6731463266232404,0.22722209849861705,-2.9625037840557455,0.0030514805865824537,0.053920760836037314,980,1089,1606,1364,1581,812
CD1D,912,CD1d molecule,49.310312533758584,5.874874660745803,1.9837491383200834,2.9615008003082877,0.0030614369786886577,0.054021871333485336,193,92,0,0,5,10
CLIP2,7461,CAP-Gly domain containing linker protein 2,5246.497853759107,1.0727620377000484,0.3626532711831298,2.958092820175703,0.0030954889825757725,0.05447206681338166,8673,5260,4832,2612,2777,7779
TRIM38,10475,tripartite motif containing 38,3747.9142452977744,1.2077137926895682,0.40853843192790096,2.9561815934680684,0.0031147364630226696,0.0547352724452386,6409,4301,3522,1492,1834,5255
SERPINF2,5345,serpin family F member 2,23.05296105416864,4.47168176774926,1.514110787365374,2.9533385569032253,0.00314356989864568,0.05516597629562804,37,20,2,4,0,78
TNFRSF25,8718,TNF receptor superfamily member 25,30.774412026633662,5.508149114651994,1.8662675816569068,2.951425170104363,0.0031631117938790212,0.05535662587970995,2,11,1,1,2,172
RPL22L1,200916,ribosomal protein L22 like 1,1262.5202774944132,-2.348671026580115,0.7956791990439532,-2.951781357866532,0.003159465592936888,0.05535662587970995,602,402,976,4691,696,259
ZC3H6,376940,zinc finger CCCH-type containing 6,391.546781431191,1.2020903012669386,0.40753111300161543,2.94968963820481,0.003180932914980308,0.0555922494922175,495,528,330,220,167,644
CCNB1,891,cyclin B1,3695.4505754239344,-0.8211786483789416,0.2785831528452381,-2.9476967289372764,0.0032015097302355165,0.055875323034671305,3502,2392,3972,5071,5216,2254
SHMT2,6472,serine hydroxymethyltransferase 2,10922.550798909404,-0.7046552345891265,0.2393135961372801,-2.9444847512337216,0.0032349288691585825,0.056381451520116393,8016,10520,13805,14733,12363,6802
EFCAB2,84288,EF-hand calcium binding domain 2,683.7327731823113,1.854906163336106,0.6303286152872265,2.9427605194329742,0.0032529995247498208,0.05661905584823767,1014,1158,90,450,354,1098
MFAP2,4237,microfibril associated protein 2,13.55747561505057,7.214061342761039,2.45245375633485,2.941568755017966,0.003265543404958323,0.05662625767678109,15,18,0,0,0,50
HNRNPL,3191,heterogeneous nuclear ribonucleoprotein L,19788.423805711347,-0.480819321655481,0.16342618745458554,-2.942119186309084,0.0032597443909373447,0.05662625767678109,17225,18521,22544,24516,22598,14658
POMC,5443,proopiomelanocortin,59.79203657742565,-8.403687842822663,2.85698199701839,-2.941456352050149,0.003266728770192106,0.05662625767678109,0,0,18,0,343,1
PIGP,51227,phosphatidylinositol glycan anchor biosynthesis class P,365.9931202538786,0.8962889958815701,0.30478552038460904,2.940720394953613,0.0032744996254793993,0.056626695118530884,417,591,244,257,272,445
AK9,221264,adenylate kinase 9,199.243514111994,1.1447291378850926,0.3892824362407747,2.9406133730037265,0.0032756310548264457,0.056626695118530884,328,276,106,119,150,233
LPIN2,9663,lipin 2,3125.713968917758,0.8519981731957832,0.2898092954314259,2.9398579915369942,0.0032836270336725,0.05668811054884135,4618,3959,1914,2981,1835,3697
POLRMT,5442,RNA polymerase mitochondrial,4353.1632002227025,-0.773459520508457,0.2631674662955527,-2.939039279421477,0.0032923134653867476,0.05676126377216774,4040,2754,4654,5385,6559,3011
GNS,2799,glucosamine (N-acetyl)-6-sulfatase,1856.8272429381163,0.8845603993681356,0.30129140307140806,2.9358965783649955,0.0033258518565759962,0.057247161651657476,3045,1865,1127,1580,1234,2442
TNFRSF1A,7132,TNF receptor superfamily member 1A,1767.7659201852907,1.9809661416119693,0.674817313375824,2.9355591540798476,0.0033294712294662052,0.057247161651657476,4947,1450,1246,604,310,2205
ACSS1,84532,acyl-CoA synthetase short chain family member 1,4848.074433732859,0.8751910276832924,0.29821682367799623,2.934747332123328,0.0033381939190334593,0.05727837777899761,6891,6819,4622,2612,3108,5433
ANAPC16,119504,anaphase promoting complex subunit 16,2125.4025795577163,0.47553398873911606,0.1622497198379413,2.930877102370902,0.0033800647234654892,0.057573919548695215,2792,2398,1768,1822,1783,2355
